packId,packName,code,name,challenge,points,difficulty,type,visibility,eligiblePars,requiredTags,excludedTags,rulesText
classic,Classic,COM-014,Center Face-ish,No topped or chunked full swings on the hole.,1,easy,common,Personal,"3, 4, 5",-,-,Success if no full swing is topped or chunked.
classic,Classic,COM-015,Keep It Moving,Play the hole without taking a provisional or re-tee.,1,easy,common,Personal,"3, 4, 5",-,-,Success if player never hits a provisional and never re-tees.
classic,Classic,COM-016,Stress-Free Finish,Hole out with one putt from inside 6 feet.,1,medium,common,Personal,"3, 4, 5",-,-,Success if final putt is holed from inside 6 feet in one attempt.
classic,Classic,COM-017,No Big Number,Score double bogey or better.,1,easy,common,Personal,"3, 4, 5",-,-,Success if score is double bogey or better.
classic,Classic,COM-018,Respectable Hole,"Hit either the fairway or green, and make bogey or better.",1,easy,common,Personal,"3, 4, 5",-,-,Success if player hits fairway or green at least once in regulation path and scores bogey or better.
classic,Classic,COM-019,Fair Miss,"Miss the fairway, but stay in bounds and avoid hazards.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. Miss the fairway, but stay in bounds and avoid hazards. Reward: +1."
classic,Classic,COM-020,Safe Green,"Miss the green, but leave yourself a chip or putt from a makeable position.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. Miss the green, but leave yourself a chip or putt from a makeable position. Reward: +1."
classic,Classic,COM-021,Advance and Survive,No full shot travels backward or sideways more than forward.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. No full shot travels backward or sideways more than forward. Reward: +1.
classic,Classic,COM-022,No Three Off the Tee,Do not hit out of bounds off the tee.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Do not hit out of bounds off the tee. Reward: +1.
classic,Classic,COM-023,Lag Master,Your longest putt of the hole finishes within 4 feet.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Your longest putt of the hole finishes within 4 feet. Reward: +1.
classic,Classic,COM-024,Good Number,Make net par relative to your normal level for the hole.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Make net par relative to your normal level for the hole. Reward: +1.
classic,Classic,COM-025,Fairway or Fringe,"Finish in either the fairway, fringe, or green with your approach sequence.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. Finish in either the fairway, fringe, or green with your approach sequence. Reward: +1."
classic,Classic,COM-026,Trouble Avoided,"Do not hit water, bunker, trees, or OB on the hole.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. Do not hit water, bunker, trees, or OB on the hole. Reward: +1."
classic,Classic,COM-027,Tap-In Finish,Make your final putt from 3 feet or less.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Make your final putt from 3 feet or less. Reward: +1.
classic,Classic,COM-028,Calm Hole,No penalty strokes and no putt longer than three attempts.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. No penalty strokes and no putt longer than three attempts. Reward: +1.
classic,Classic,COM-029,Green-Side Safety,"If you miss the green, miss it green-side rather than short-sided or hazard-side.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. If you miss the green, miss it green-side rather than short-sided or hazard-side. Reward: +1."
classic,Classic,COM-030,Tee Box Competent,Hit your tee shot in play and advance it at least a solid distance.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Hit your tee shot in play and advance it at least a solid distance. Reward: +1.
classic,Classic,COM-031,Fairway First,"On a par 4 or 5, hit your tee shot in play and on the correct side of the hole.",1,easy,common,Personal,"4, 5",-,-,"Manual mission check. On a par 4 or 5, hit your tee shot in play and on the correct side of the hole. Reward: +1."
classic,Classic,COM-032,Middle of the Green,"On approach, play safely to the center of the green and hit any putting surface.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. On approach, play safely to the center of the green and hit any putting surface. Reward: +1."
classic,Classic,COM-033,No Reload,Do not hit any shot that requires an immediate re-hit.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Do not hit any shot that requires an immediate re-hit. Reward: +1.
classic,Classic,COM-034,Green-Side Exit,"If you miss the green, leave your ball in a playable green-side position.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. If you miss the green, leave your ball in a playable green-side position. Reward: +1."
classic,Classic,COM-035,One Good Putt,"Make at least one confident, cleanly struck putt on the hole, regardless of length.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. Make at least one confident, cleanly struck putt on the hole, regardless of length. Reward: +1."
classic,Classic,COM-036,No Cheap Mistakes,"No penalty strokes, no whiffs, and no missed tap-ins.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. No penalty strokes, no whiffs, and no missed tap-ins. Reward: +1."
classic,Classic,COM-037,Advance the Ball,Every full swing must clearly improve your position.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Every full swing must clearly improve your position. Reward: +1.
classic,Classic,COM-038,Soft Landing,Finish any approach or chip on the green or fringe.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Finish any approach or chip on the green or fringe. Reward: +1.
classic,Classic,COM-039,Keep the Card Clean,Avoid triple bogey or worse.,1,easy,common,Personal,"3, 4, 5",-,-,Manual mission check. Avoid triple bogey or worse. Reward: +1.
classic,Classic,COM-040,Routine Hole,"Play the hole without a rules debate, ball search longer than a minute, or a second-guess meltdown.",1,easy,common,Personal,"3, 4, 5",-,-,"Manual mission check. Play the hole without a rules debate, ball search longer than a minute, or a second-guess meltdown. Reward: +1."
classic,Classic,RSK-001,Bombs Away,Drive 260+ yards in play.,3,hard,risk,Personal,"4, 5",-,-,Success if player hits an in-play drive of at least 260 yards.
classic,Classic,RSK-002,Dagger Putt,Make a putt of 15 feet or longer.,3,hard,risk,Personal,"3, 4, 5",-,-,Success if player holes a putt from 15+ feet.
classic,Classic,RSK-003,Hero Recovery,"After a recovery shot from trouble, still make bogey or better.",3,hard,risk,Personal,"4, 5",trees,-,Success if player executes recovery from trouble and still scores bogey or better.
classic,Classic,RSK-004,Go For It,"On a par 5, attempt to reach in two and finish double bogey or better.",3,hard,risk,Personal,5,reachablePar5,-,Success if player goes for green in two and still posts double bogey or better.
classic,Classic,RSK-005,Birdie Hunt,Make birdie.,3,hard,risk,Personal,"3, 4, 5",-,-,Success if player scores birdie or better.
classic,Classic,RSK-006,Sand Wizard,Hole out from bunker or finish bunker shot inside 6 feet and make the putt.,3,hard,risk,Personal,"3, 4, 5",bunkers,-,Success if player holes bunker shot or hits to 6 feet and converts the putt.
classic,Classic,RSK-007,Flag Attack,Finish any approach inside 12 feet.,3,hard,risk,Personal,"3, 4, 5",-,-,Success if an approach (or par-3 tee shot) finishes within 12 feet.
classic,Classic,RSK-008,Long Drive King,Have the longest drive in the group on the hole and keep it in play.,3,hard,risk,Personal,"4, 5",-,-,Success if player has longest in-play drive in the group.
classic,Classic,RSK-009,No Fear,Carry water or a forced hazard and still make bogey or better.,3,hard,risk,Personal,"3, 4, 5",water,-,Success if player chooses forced carry line and still scores bogey or better.
classic,Classic,RSK-010,Scramble God,"Miss fairway and green, then still save bogey or better.",3,hard,risk,Personal,"4, 5",-,-,Success if player misses fairway and green then still records bogey or better.
classic,Classic,RSK-011,Putt for Glory,Make your first putt from outside 20 feet.,3,hard,risk,Personal,"3, 4, 5",-,-,Success if first putt starts outside 20 feet and is holed.
classic,Classic,RSK-012,Tight Window,Play through a narrow gap or intentional shape and finish without penalty.,3,hard,risk,Personal,"4, 5",trees,-,Success if player executes tight-window shot and takes no penalty.
classic,Classic,RSK-013,Must-Make Finish,Hole out from 8+ feet for par or better.,3,hard,risk,Personal,"3, 4, 5",-,-,Success if player holes 8+ foot putt to secure par or better.
classic,Classic,RSK-014,Perfect Par 3,Hit green on a par 3 and make par or better with no 3-putt.,3,hard,risk,Personal,3,-,-,Success if par-3 green is hit and player records par or better without 3-putt.
classic,Classic,RSK-015,Three Great Shots,Hit three consecutive quality shots on the hole.,3,hard,risk,Personal,"4, 5",-,-,"Success if player logs three consecutive quality shots: drive, approach/layup, chip/putt."
classic,Classic,RSK-016,Pressure Player,"After another player completes a mission, complete yours too.",3,hard,risk,Personal,"3, 4, 5",-,-,Success if another player completes mission first and this player also completes mission.
classic,Classic,RSK-017,Risk It for the Biscuit,Use one extra-aggressive club choice and still make bogey or better.,3,hard,risk,Personal,"4, 5",-,-,Success if player commits to aggressive club decision and scores bogey or better.
classic,Classic,RSK-018,Clean Bird,"Make birdie with no bunker, no hazard, no penalty, and no lip-out misses.",3,hard,risk,Personal,"3, 4, 5",-,-,"Success if player makes birdie while avoiding bunkers, hazards, penalties, and lip-out misses."
classic,Classic,RSK-019,Attack the Flag,Hit an approach inside 8 feet.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Hit an approach inside 8 feet. Reward: +3.
classic,Classic,RSK-020,Snake Eyes,Make a putt of 20+ feet.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Make a putt of 20+ feet. Reward: +3.
classic,Classic,RSK-021,Eagle Look,Create an eagle putt on a par 5.,3,hard,risk,Personal,5,-,-,Manual mission check. Create an eagle putt on a par 5. Reward: +3.
classic,Classic,RSK-022,Driver Offense,Use driver on a risky tee shot and still hit it in play.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Use driver on a risky tee shot and still hit it in play. Reward: +3.
classic,Classic,RSK-023,Hero Carry,Carry the most dangerous visible hazard on the hole and still make bogey or better.,3,hard,risk,Personal,"3, 4, 5",water,-,Manual mission check. Carry the most dangerous visible hazard on the hole and still make bogey or better. Reward: +3.
classic,Classic,RSK-024,Bunker Assassin,Get out of a bunker and finish inside 4 feet.,3,hard,risk,Personal,"3, 4, 5",bunkers,-,Manual mission check. Get out of a bunker and finish inside 4 feet. Reward: +3.
classic,Classic,RSK-025,Thread the Needle,"Call a shaped shot before hitting it, then pull it off cleanly.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. Call a shaped shot before hitting it, then pull it off cleanly. Reward: +3."
classic,Classic,RSK-026,Full Send,Be longest in the group off the tee by a clear margin and stay in play.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Be longest in the group off the tee by a clear margin and stay in play. Reward: +3.
classic,Classic,RSK-027,Bounce-Back Birdie,"After making bogey or worse on the previous hole, make birdie here.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. After making bogey or worse on the previous hole, make birdie here. Reward: +3."
classic,Classic,RSK-028,Zero Panic,Recover from a terrible lie and still make bogey or better without a penalty.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Recover from a terrible lie and still make bogey or better without a penalty. Reward: +3.
classic,Classic,RSK-029,Kill Shot,Have the best approach shot in the group and still convert par or better.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Have the best approach shot in the group and still convert par or better. Reward: +3.
classic,Classic,RSK-030,No Regrets,"Take the aggressive line everyone says not to take, and succeed.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. Take the aggressive line everyone says not to take, and succeed. Reward: +3."
classic,Classic,RSK-031,Par 5 Predator,"On a par 5, put yourself in eagle-range by the time you reach the green.",3,hard,risk,Personal,5,-,-,"Manual mission check. On a par 5, put yourself in eagle-range by the time you reach the green. Reward: +3."
classic,Classic,RSK-032,Pure Strike Bonus,Hit the best-feeling full swing of the group and still make bogey or better.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Hit the best-feeling full swing of the group and still make bogey or better. Reward: +3.
classic,Classic,RSK-033,Drain the Snake,Make a putt from 18 feet or longer for par or better.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Make a putt from 18 feet or longer for par or better. Reward: +3.
classic,Classic,RSK-034,Recovery Rope,"From serious trouble, hit a recovery shot that both escapes danger and advances meaningfully.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. From serious trouble, hit a recovery shot that both escapes danger and advances meaningfully. Reward: +3."
classic,Classic,RSK-035,Short-Sided Savior,Get up-and-down after leaving yourself short-sided around the green.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Get up-and-down after leaving yourself short-sided around the green. Reward: +3.
classic,Classic,RSK-036,Carry Commander,"Choose to carry the trouble instead of laying back, and pull it off.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. Choose to carry the trouble instead of laying back, and pull it off. Reward: +3."
classic,Classic,RSK-037,One-Swing Turnaround,"After a poor shot, immediately hit a great one and still make bogey or better.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. After a poor shot, immediately hit a great one and still make bogey or better. Reward: +3."
classic,Classic,RSK-038,Drivable Dream,"On a drivable hole, take the aggressive tee shot and finish double bogey or better.",3,hard,risk,Personal,"4, 5",-,-,"Manual mission check. On a drivable hole, take the aggressive tee shot and finish double bogey or better. Reward: +3."
classic,Classic,RSK-039,Laser Beam,Hit a full swing that finishes on your intended starting line and stays there.,3,hard,risk,Personal,"3, 4, 5",-,-,Manual mission check. Hit a full swing that finishes on your intended starting line and stays there. Reward: +3.
classic,Classic,RSK-040,Pin Seeker,"On an approach where the safe miss is obvious, ignore it and attack the pin successfully.",3,hard,risk,Personal,"3, 4, 5",-,-,"Manual mission check. On an approach where the safe miss is obvious, ignore it and attack the pin successfully. Reward: +3."
classic,Classic,SKL-001,Stick It Close,Finish an approach shot within 20 feet of the pin.,2,medium,skill,Personal,"3, 4, 5",-,-,Success if any approach (or par-3 tee shot) finishes within 20 feet.
classic,Classic,SKL-002,Ice Putter,Make a putt of 10 feet or longer.,2,medium,skill,Personal,"3, 4, 5",-,-,Success if player holes a putt from 10+ feet.
classic,Classic,SKL-003,Up-and-Down,Miss the green and still save par.,2,hard,skill,Personal,"3, 4, 5",-,-,Success if player misses green in regulation and still makes par.
classic,Classic,SKL-004,Fairway to Green,Hit fairway and green in regulation on the same hole.,2,medium,skill,Personal,"4, 5",-,-,Success if player hits fairway off tee and reaches GIR.
classic,Classic,SKL-005,One-Putt Hero,One-putt from off the green or from more than 8 feet.,2,medium,skill,Personal,"3, 4, 5",-,-,Success if player holes out in one putt from off green or from a distance greater than 8 feet.
classic,Classic,SKL-006,Pin Hunter,"On a par 3, hit the green and finish within 25 feet.",2,medium,skill,Personal,3,-,-,Success if par-3 tee shot is on green and inside 25 feet.
classic,Classic,SKL-007,Long Two-Putt,"From 30+ feet, two-putt or better.",2,medium,skill,Personal,"3, 4, 5",-,-,Success if first putt starts from 30+ feet and hole is finished in two putts or fewer.
classic,Classic,SKL-008,Par Machine,Make par after missing either the fairway or green.,2,hard,skill,Personal,"3, 4, 5",-,-,Success if player misses fairway/green at least once and still records par.
classic,Classic,SKL-009,Fairway Sniper,Hit fairway and finish drive in the longest third of the group.,2,hard,skill,Personal,"4, 5",-,-,Success if drive is in fairway and among top-third distance in group.
classic,Classic,SKL-010,Clutch Scramble,Get up-and-down from sand for par or bogey.,2,hard,skill,Personal,"3, 4, 5",bunkers,-,Success if player gets up-and-down from bunker for par or bogey.
classic,Classic,SKL-011,No-Waste Hole,Make par or better with no penalty strokes and no 3-putt.,2,hard,skill,Personal,"3, 4, 5",-,-,Success if player scores par+ while avoiding penalties and 3-putts.
classic,Classic,SKL-012,Aggressive Line,Carry a hazard or cut a corner intentionally and make bogey or better.,2,hard,skill,Personal,"4, 5",-,-,Success if player chooses aggressive carry/cut line and still records bogey or better.
classic,Classic,SKL-013,Birdie Chance,Create a birdie putt from within 15 feet. You do not have to make it.,2,medium,skill,Personal,"3, 4, 5",-,-,Success if player has a birdie putt from 15 feet or closer.
classic,Classic,SKL-014,Pure Tee Ball,Drive 240+ yards in play.,2,hard,skill,Personal,"4, 5",-,-,Success if player records an in-play drive of 240+ yards.
classic,Classic,SKL-015,Smart Golf,Hit the correct miss side on approach and still make par or bogey.,2,medium,skill,Personal,"4, 5",-,-,Success if player follows intended miss side and still scores par or bogey.
classic,Classic,SKL-016,Bounce Back,"After a bad tee shot, still make bogey or better.",2,medium,skill,Personal,"4, 5",-,-,Success if tee shot is poor and player still posts bogey or better.
classic,Classic,SKL-017,Closed Strong,Make par or better with a made putt from 6 feet or more.,2,hard,skill,Personal,"3, 4, 5",-,-,Success if player makes 6+ foot putt and finishes par or better.
classic,Classic,SKL-018,Par 5 Pressure,"On a par 5, reach the green in regulation and avoid a 3-putt.",2,hard,skill,Personal,5,reachablePar5,-,Success if player reaches GIR on par 5 and takes no 3-putt.
classic,Classic,SKL-019,Dart Board,Hit any approach inside 15 feet.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Hit any approach inside 15 feet. Reward: +2.
classic,Classic,SKL-020,Fringe Genius,Miss the green but get down in two shots or fewer from just off the surface.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Miss the green but get down in two shots or fewer from just off the surface. Reward: +2.
classic,Classic,SKL-021,Clutch Two-Putt,Reach the green from 40+ feet away and still avoid a 3-putt.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Reach the green from 40+ feet away and still avoid a 3-putt. Reward: +2.
classic,Classic,SKL-022,Par 4 Precision,"On a par 4, hit fairway and make par or better.",2,medium,skill,Personal,4,-,-,"Manual mission check. On a par 4, hit fairway and make par or better. Reward: +2."
classic,Classic,SKL-023,Pin High,"Finish your approach pin-high, regardless of left/right miss.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. Finish your approach pin-high, regardless of left/right miss. Reward: +2."
classic,Classic,SKL-024,Long Iron Life,Use a long iron or hybrid on approach and still hit the green or fringe.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Use a long iron or hybrid on approach and still hit the green or fringe. Reward: +2.
classic,Classic,SKL-025,Scramble Touch,"Miss the green, chip inside 6 feet, then make the putt.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. Miss the green, chip inside 6 feet, then make the putt. Reward: +2."
classic,Classic,SKL-026,Big Putt Energy,Make a putt between 8 and 15 feet.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Make a putt between 8 and 15 feet. Reward: +2.
classic,Classic,SKL-027,Fairway Pressure,Hit the fairway after another player already completed a drive-related mission.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Hit the fairway after another player already completed a drive-related mission. Reward: +2.
classic,Classic,SKL-028,Course Management,"Take the safe play when danger is in play, then still make par or bogey.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. Take the safe play when danger is in play, then still make par or bogey. Reward: +2."
classic,Classic,SKL-029,Drive for Show,Finish with one of the two longest drives in the group and still make bogey or better.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Finish with one of the two longest drives in the group and still make bogey or better. Reward: +2.
classic,Classic,SKL-030,Green Window,Hit the correct tier/section of the green as agreed by the group before the shot.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Hit the correct tier/section of the green as agreed by the group before the shot. Reward: +2.
classic,Classic,SKL-031,Wedge Wizard,"From wedge range, hit your approach inside 18 feet.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. From wedge range, hit your approach inside 18 feet. Reward: +2."
classic,Classic,SKL-032,Lag and Tap,"From 25+ feet, leave your first putt inside 2 feet.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. From 25+ feet, leave your first putt inside 2 feet. Reward: +2."
classic,Classic,SKL-033,Fairway Conversion,"Hit the fairway, then hit the green or fringe with your next full shot.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. Hit the fairway, then hit the green or fringe with your next full shot. Reward: +2."
classic,Classic,SKL-034,Scramble to Par,Miss the green and still make par with a chip and putt sequence.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Miss the green and still make par with a chip and putt sequence. Reward: +2.
classic,Classic,SKL-035,Tee Shot Trust,Hit your tee ball in play and finish with one of the better two tee shots in the group.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Hit your tee ball in play and finish with one of the better two tee shots in the group. Reward: +2.
classic,Classic,SKL-036,Controlled Aggression,Take an aggressive line on one shot and execute it without penalty or disaster.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Take an aggressive line on one shot and execute it without penalty or disaster. Reward: +2.
classic,Classic,SKL-037,Strong Three,"On a par 3, finish with par or better after hitting the green or fringe.",2,medium,skill,Personal,3,-,-,"Manual mission check. On a par 3, finish with par or better after hitting the green or fringe. Reward: +2."
classic,Classic,SKL-038,Long Putt Touch,"From outside 20 feet, avoid both a 3-putt and leaving the second putt outside 3 feet.",2,medium,skill,Personal,"3, 4, 5",-,-,"Manual mission check. From outside 20 feet, avoid both a 3-putt and leaving the second putt outside 3 feet. Reward: +2."
classic,Classic,SKL-039,Trouble Conversion,"After finding rough, trees, or an awkward lie, still get the next shot onto a safe target.",2,medium,skill,Personal,"3, 4, 5",trees,-,"Manual mission check. After finding rough, trees, or an awkward lie, still get the next shot onto a safe target. Reward: +2."
classic,Classic,SKL-040,Smart Birdie Look,Create a realistic birdie chance without taking on unnecessary danger.,2,medium,skill,Personal,"3, 4, 5",-,-,Manual mission check. Create a realistic birdie chance without taking on unnecessary danger. Reward: +2.
