packId,packName,code,name,challenge,points,difficulty,type,visibility,eligiblePars,requiredTags,excludedTags,rulesText
chaos,Chaos,CHA-024,Heat Check,"If the same player succeeds on three holes in a row, they gain +2 extra here.",2,neutral,chaos,Public,"3, 4, 5",-,-,"Manual chaos resolution. If the same player succeeds on three holes in a row, they gain +2 extra here. Apply +2 points based on selected resolution."
chaos,Chaos,CHA-025,Freeze Out,The previous hole's winner cannot earn bonus points from Chaos this hole.,0,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Previous hole winner cannot receive this hole's chaos bonus.
chaos,Chaos,CHA-026,Mercy Rule,Any player in last place gets +1 just for completing a Common card this hole.,1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Any player in last place gets +1 just for completing a Common card this hole. Apply +1 points based on selected resolution.
chaos,Chaos,CHA-027,Group Project,"If everyone in the group makes bogey or better, everyone gets +1.",1,neutral,chaos,Public,"3, 4, 5",-,-,"Manual chaos resolution. If everyone in the group makes bogey or better, everyone gets +1. Apply +1 points based on selected resolution."
chaos,Chaos,CHA-028,Disaster Dividend,"If any player cards triple bogey or worse, all other players get +2.",2,neutral,chaos,Public,"3, 4, 5",-,-,"Manual chaos resolution. If any player cards triple bogey or worse, all other players get +2. Apply +2 points based on selected resolution."
chaos,Chaos,CHA-029,Clutch Multiplier,Any made putt over 12 feet is worth +2 instead of +1 bonus.,2,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. A made putt over 12 feet is worth +2 bonus instead of +1.
chaos,Chaos,CHA-030,Fairway Tax,Any player missing the fairway on a par 4 or 5 loses 1 game point unless their mission specifically involves recovery.,-1,neutral,chaos,Public,"4, 5",-,-,Manual chaos resolution. Missing fairway on par 4/5 loses 1 game point unless mission is recovery-based.
chaos,Chaos,CHA-031,Bonus for Bravery,Any player completing a Risk card this hole gets +1 extra.,1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Any player completing a Risk card this hole gets +1 extra. Apply +1 points based on selected resolution.
chaos,Chaos,CHA-032,Commoner's Relief,Any player completing a Common card this hole gets +1 extra if they are currently last in game points.,1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Any player completing a Common card this hole gets +1 extra if they are currently last in game points. Apply +1 points based on selected resolution.
chaos,Chaos,CHA-033,Clean Card Bonus,Any player who completes their mission and avoids a penalty stroke gets +1 extra.,1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Any player who completes their mission and avoids a penalty stroke gets +1 extra. Apply +1 points based on selected resolution.
chaos,Chaos,CHA-034,Shared Glory,"If every player completes their personal mission, everyone gets +2.",2,neutral,chaos,Public,"3, 4, 5",-,-,"Manual chaos resolution. If every player completes their personal mission, everyone gets +2. Apply +2 points based on selected resolution."
chaos,Chaos,CHA-035,Only Pars Matter,"Any player making par or better earns +1 game point, even if they fail their mission.",1,neutral,chaos,Public,"3, 4, 5",-,-,"Manual chaos resolution. Any player making par or better earns +1 game point, even if they fail their mission. Apply +1 points based on selected resolution."
chaos,Chaos,CHA-036,Miss and Pay,Any player who 3-putts loses 1 game point.,-1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Any player who 3-putts loses 1 game point. Apply -1 points based on selected resolution.
chaos,Chaos,CHA-037,Kingmaker,The player with the best real score on the hole may give +1 to any other player.,1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Hole best real-score player may grant +1 to any other player.
chaos,Chaos,CHA-038,Tight Race,"If two or more players tie for best game points on the hole, all tied players get +1 extra.",1,neutral,chaos,Public,"3, 4, 5",-,-,"Manual chaos resolution. If two or more players tie for best game points on the hole, all tied players get +1 extra. Apply +1 points based on selected resolution."
chaos,Chaos,CHA-039,Fail Forward,Any player who fails their mission but still makes bogey or better gains +1.,1,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Any player who fails their mission but still makes bogey or better gains +1. Apply +1 points based on selected resolution.
chaos,Chaos,CHA-040,Spotlight Hole,The current real-score leader cannot earn Chaos bonus points this hole.,0,neutral,chaos,Public,"3, 4, 5",-,-,Manual chaos resolution. Current real-score leader is ineligible for chaos bonus on this hole.
