packId,packName,code,name,challenge,points,difficulty,type,visibility,eligiblePars,requiredTags,excludedTags,rulesText
novelty,Novelty,NOV-018,Back-Foot Punch,Hit one shot intentionally off the back foot and keep it in play. Finish double bogey or better.,4,hard,novelty,Personal,"3, 4, 5",-,-,Manual mission check. Hit one shot intentionally off the back foot and keep it in play. Finish double bogey or better. Reward: +4.
novelty,Novelty,NOV-019,Putt With Personality,"Use an exaggeratedly serious pre-putt routine on one putt, then make it from 5 feet or more.",3,medium,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. Use an exaggeratedly serious pre-putt routine on one putt, then make it from 5 feet or more. Reward: +3."
novelty,Novelty,NOV-020,The Listener,"You must take swing advice from another player on one shot. If you follow it and still finish double bogey or better, score it.",4,hard,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. You must take swing advice from another player on one shot. If you follow it and still finish double bogey or better, score it. Reward: +4."
novelty,Novelty,NOV-021,Flighted Finish,Hit one intentionally flighted wedge or short iron and keep it under control. Finish bogey or better.,3,medium,novelty,Personal,"3, 4, 5",-,-,Manual mission check. Hit one intentionally flighted wedge or short iron and keep it under control. Finish bogey or better. Reward: +3.
novelty,Novelty,NOV-022,Barely Legal,Use the strangest club in your bag for one reasonable shot and still finish double bogey or better.,4,hard,novelty,Personal,"3, 4, 5",-,-,Manual mission check. Use the strangest club in your bag for one reasonable shot and still finish double bogey or better. Reward: +4.
novelty,Novelty,NOV-023,One-Club Wizard,Use the same club for two consecutive non-putt shots and still make bogey or better.,4,hard,novelty,Personal,"3, 4, 5",-,-,Manual mission check. Use the same club for two consecutive non-putt shots and still make bogey or better. Reward: +4.
novelty,Novelty,NOV-024,The Toe Poke,"On one recovery shot, intentionally just advance the ball safely instead of trying hero nonsense. Still make bogey or better.",3,medium,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. On one recovery shot, intentionally just advance the ball safely instead of trying hero nonsense. Still make bogey or better. Reward: +3."
novelty,Novelty,NOV-025,Declare the Miss,"Before an approach, openly declare your intended miss side. If the result matches and you finish bogey or better, score it.",3,medium,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. Before an approach, openly declare your intended miss side. If the result matches and you finish bogey or better, score it. Reward: +3."
novelty,Novelty,NOV-026,Lucky Bounce Believer,"Before one shot, call for a generous bounce or kick. If the ball gets one and you still finish double bogey or better, score it.",3,medium,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. Before one shot, call for a generous bounce or kick. If the ball gets one and you still finish double bogey or better, score it. Reward: +3."
novelty,Novelty,NOV-027,Soft Hands,"On one greenside shot, use your highest-lofted club and leave it on the green. Finish bogey or better.",4,hard,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. On one greenside shot, use your highest-lofted club and leave it on the green. Finish bogey or better. Reward: +4."
novelty,Novelty,NOV-028,No Stepping Off,"On one full shot, once you address the ball, you may not step off. Hit it and keep it in play. Finish double bogey or better.",4,hard,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. On one full shot, once you address the ball, you may not step off. Hit it and keep it in play. Finish double bogey or better. Reward: +4."
novelty,Novelty,NOV-029,Trust the Read,Take one putt without a practice stroke and hole it from 6 feet or more.,4,hard,novelty,Personal,"3, 4, 5",-,-,Manual mission check. Take one putt without a practice stroke and hole it from 6 feet or more. Reward: +4.
novelty,Novelty,NOV-030,Art Project,"Attempt one intentionally shaped or creative shot that the group agrees was legitimate. If you pull it off and finish double bogey or better, score it.",4,hard,novelty,Personal,"3, 4, 5",-,-,"Manual mission check. Attempt one intentionally shaped or creative shot that the group agrees was legitimate. If you pull it off and finish double bogey or better, score it. Reward: +4."
